id;"nome_pais,""quantidade"",""preco_medio"",""descricao_mais_longa""";
1682;"Argentina,2,1040,""Opaque and thick, with all types of black fruit aromas blending with smoked meat scents and toasty darkness. The body is fleshy and extracted, with raw tannins and a clacky feel. Tastes woody and baked, with blackberry, licorice and sweet plum flavors. Turns herbal and minty on the finish.""";
1683;"Portugal,1,4500,""This is the latest release of what has long been regarded as Portugal's iconic wine. And it is magnificent. The last vintage was the 2004 and the wait has now shown to be worthwhile. With its immense span and breadth of flavors and rich structure it is a superb manifestation of the great vineyards of the Douro Superior. Big bold fruits and acidity are matched by the tannins and concentration. Hold this for many years or at least wait until 2022.""";
1684;"Lebanon,2,600,""Aromas of grapefruit and seawater greet the nose in this medium gold-colored Chardonnay. Flavors of pink grapefruit, lemon, orange blossom and phyllo dough mingle on the palate, held up by a strong backbone of acidity.""";
1685;"France,1,12000,""Solid, very structured, packed with dense and dry tannins. There is a core of acidity and darkness that gives the wine a brooding, powerful character. At this stage, it seems austere although it does have the weight of fruit typical of the year.""";
1686;"Greece,39,5850,""Vibrant tropical fruit and citrus on the nose start this poised white from Greece. Pineapple, lemon and banana flavors are balanced by refreshing acidity and minerality. Overall, the wine is a delicious blend of fresh and fruity. A great find.""";
1687;"Italy,461,161350,""Zibibbo is usually presented as a passito dessert wine, but this is dry. The natural floral fragrance of the variety emerges on the nose, while the mouthfeel and the honey and peach flavors are detailed with acids.""";
1688;"Portugal,149,44700,""Youthful wine, full of rich berry and black plum flavors. It is concentrated while bursting with exuberant fruits, balanced with acidity. This is a true second wine of Malhadinha Nova, ready to drink now.""";
1689;"Czech Republic,1,400,""This deep straw-colored wine has a nose of mango, caramelized pineapple and canned apricots. A strong backbone of minerality runs through the core, bolstering flavors of peach and tropical fruit.""";
1690;"France,1,9730,""Produced from vines mainly planted in the 1970s, this is a concentrated dark wine. Rich and ripe, it has powerful tannins mingled with beautifully perfumed fruits. The wine is dense and packed with floral fruitiness as well as fine, sweet tannins. Drink from 2025.""";
1691;"Spain,2,2860,""Roasted meat, leather, animal and stout berry aromas make for an inviting bouquet. Like most serious Toro wines, this is hard but fresh and layered, with lively black-fruit flavors that darken under the control of oaky spice. Tobacco, menthol and mint ring loudly on the finish. Drink now–2018";
1692;"France,275,77000,""Yeasty funk still obscures the aromas on the nose. The palate, however, speaks of fluid freshness, of richness and power channelled into precision and softness. The palate is bone dry and we can thus witness the brightness of the fresh acidity counteract masterfully with the richness of a balm-like textured body, leaving a streamlined and elegant Pinot Gris. The length just gets you.""";
1693;"Moldova,1,420,""This Icewine is a blend of Muscat, Ottonel and Traminer. It presents the nose with caramelized pineapple, lemon curd and lemon meringue pie. It is fairly sweet on the palate with a mixture of lemon grass, sweet lime rind and lemon curd.""";
1694;"Australia,5,11250,""Winemaker Dave Powell is no longer with Torbreck, but the 2007 RunRig is one of his finest efforts. The complexity is almost overwhelming, as the aromas range from peppery spice and roasted meat to blueberry and tappanade. It's mouth filling and expansive, yet retains fine acids and just the right amount of slightly dusty tannins on the long finish. Approachable now, but capable of lasting at least though 2020.""";
1695;"France,2,9200,""This wine is dark and structured, offering ripe fruits although they are covered at this stage by the tannins. Firm and dense, with a dry core, this will be a powerful wine full of black fruits and concentration. Drink this from 2023.""";
1696;"South Africa,2,620,""This limited release is big and flavorful upfront, with assertive aromas of sweet spice, clementine, tropical fruit and blanched almonds. A fleshy pear flavor leads the round, mouth-filling palate, followed by a lengthy finish laced with notes of hazelnut toast and sweet spice. Ready to drink now.""";
1697;"Portugal,11,4620,""This wood-aged wine is soft and round. Touches of spice and vanilla partner with warm pear and peach flavors. It is still young, still integrating the wood with the fruit. Drink from 2016.""";
1698;"US,37,30340,""You can taste the California sun in every sip of this gorgeous Pinot Noir. It brims with luscious raspberries and cherries accented by brisk acidity and a hint of sweet, smoky oak. It's terrifically complex, with notes of mushroom, orange zest, cola, rosehip tea and persimmon. Dry and elegant, with a wonderful mouthfeel, it's gorgeous now, but will gain earthy complexity over the next 15 years.""";
1699;"Germany,1,1250,""Hints of caramel and vanilla, along with soft, silky tannins add oaky, woodsy warmth to the brambly flavors of red raspberry and cherry. It's delicately structured, with bracing acidity that adds levity and zip, highlighting the tart berry notes on the finish.""";
1700;"Austria,20,9200,""Wonderfully ripe notions of juicy, yellow pear rise from the glass. The same fruity freshness is joined on the palate by a good pinch of white pepper. While this is fresh and linear, it has a pleasant midpalate weight and a rounded, fruity appeal with real depth and peppery, citrussy echoes.""";
1701;"Argentina,153,27540,""Woody aromas of tree bark, forest floor and earthy, minty berry fruits lead to a full and stocky feeling palate with wiry, herbal, oak-heavy flavors of plum and mint. On the finish, this is tannic, with strong spice notes and a hint of green.""";
1702;"France,1181,236200,""Young, fresh and fruity, this wine is bright and attractive. It has a strong juicy element along with red-currant liveliness and only a touch of tannins. It will mature early, so drink from the end of 2016.""";
1703;"Italy,47,32430,""Wild-berry, truffle, leather, menthol and sunbaked soil aromas lead the way. Tightly wound but ripe tannins wrap around the firmly structured palate, underscoring mature Morello cherry, black raspberry, white pepper, licorice and chopped Mediterranean herb. A subtle hint of game closes the finish. Drink 2019–2026.""";
1704;"Argentina,21,6720,""While Argentine Malbecs aren't textbook cellaring wines, this one has enough spirit, tannin and structure to benefit from a few years on its side. Now, it's lush on the nose, with ripe berry, pencil eraser, vanilla and marzipan aromas. The palate is chewy but well built, with dense blackberry, cassis, coconut and chocolate flavors. On the finish, things only intensify. Will be at its best around 2015–2016.""";
1705;"Italy,9,14850,""You really can't beat the beauty of this Barolo. Rich, enduring and persistent, it offers a long array of blackberry, spice and cola-like aromas. The mouthfeel is spectacular thanks to a velvety texture that is backed by a pretty embroidery of cassis, licorice and spicy ginger flavors. Give this 10–15 more years of aging.""";
1706;"Spain,4,1640,""This is a bit mulchy and leathery on the nose, with stalky berry aromas. The heavy palate feels wide, with pointed acidity, bearing soupy flavors of vanilla and cream. It finishes with lots of flavor but a syrupy feel.""";
1707;"Croatia,3,630,""While just a touch ripe on the nose, this rosé is wonderfully dry with a bright red plum and cherry compote palate accented by deep, stony minerality. Full bodied, yet pleasantly astringent on the finish, it's the perfect accompaniment to seafood.""";
1708;"New Zealand,2,1020,""The 2011 Mate's Vineyard appears to have more focus and drive than the Hunting Hill, but fewer curves. Toasted nuts garnish pineapple and tangerine fruit, while the finish is long, tight and richly textured. This should be long-lived by New Zealand Chardonnay standards";
1709;"Germany,1,3330,""The numbers on this wine are amazing (380 g/l residual sugar, 17 g/l TA), but even more impressive is how such an extremely sweet wine can remain reasonably drinkable, complex and harmonious. It's musky and spice-laden, filled with dried apricot and honey flavors that linger on the incredibly long, citrusy finish. Should age indefinitely.""";
